Microarray_ID	Gene_name	Locus	5 min_b1t1	5 min_b1t2	5 min_b2t1	5 min_b2t2	15 min_b1t1	15 min_b1t2	15 min_b2t1	15 min_b2t2	30 min_b1t1	30 min_b2t1	60 min_b1t1	60 min_b1t2	60 min_b2t1	60 min_b2t2	Probe position	Description	Function	AUC
A_07_P011177	alsB	b4088	0.52	0.73	0.53	0.94	0.80		0.61	0.57	0.01	0.55	0.56	0.59	0.16	0.23	chr:4309466-4309407	D-allose transporter subunit	putative LACI-type transcriptional regulator [b4088]	NaN
A_07_P011184	rpiR	b4089	0.42	0.64	0.66	0.96	0.46	0.59	0.84	0.94	0.71	1.00	0.83	1.30	1.46	1.82	chr:4310353-4310294	DNA-binding transcriptional repressor	transcriptional repressor of rpiB expression [b4089]	-10.054
A_07_P011188	rpiB	b4090	0.52	0.60	0.83	0.85	0.41	0.47	0.73	0.67	0.56	0.79	0.67	0.81	1.05	1.31	chr:4311454-4311513	ribose 5-phosphate isomerase B/allose 6-phosphate isomerase	ribose 5-phosphate isomerase B [b4090]	-28.074
A_07_P011193		b4091	2.04	0.68	1.42	1.05	4.04	1.15	3.42	0.69	2.57	0.66	1.47	0.65	1.53	1.23	chr:4311932-4311873	ANNOTATION DISCONTINUED	ANNOTATION DISCONTINUED [b4091]	23.863
A_07_P011197	phnP	b4092	0.50	0.75	0.37	0.50	0.39	0.65	0.35	0.59	0.45	0.59	0.28	0.50	0.47	0.77	chr:4312618-4312559	carbon-phosphorus lyase complex accessory protein	phosphonate metabolism [b4092]	-55.831
A_07_P011203	phnO	b4093	0.47	0.64	0.39	0.45	0.48	0.59	0.39	0.62	0.56	0.61	0.31	0.42	0.62	0.79	chr:4313366-4313307	predicted acyltransferase with acyl-CoA N-acyltransferase domain	"putative regulator, phn operon [b4093]"	-49.628
A_07_P011208	phnN	b4094	0.45	0.69	0.78	0.75	0.56	0.81	0.67	0.79	0.61	0.46	0.40	0.54	1.08	1.38	chr:4313904-4313845	"ribose 1,5-bisphosphokinase"	ATP-binding component of phosphonate transport [b4094]	-36.467
A_07_P011215	phnM	b4095	1.10	1.36	1.48	1.29	1.04	1.39			1.42	2.00	0.80	0.75	1.30	1.24	chr:4314703-4314644	carbon-phosphorus lyase complex subunit	phosphonate metabolism [b4095]	NaN
A_07_P011220	phnL	b4096	0.48	0.51	1.28	0.74	0.55	0.77	0.97	0.84	0.41		0.62	0.65		0.43	chr:4315750-4315691	carbon-phosphorus lyase complex subunit	ATP-binding component of phosphonate transport [b4096]	NaN
A_07_P011223	phnK	b4097			0.65												chr:4316761-4316702	carbon-phosphorus lyase complex subunit	ATP-binding component of phosphonate transport [b4097]	NaN
A_07_P011230	phnJ	b4098						0.01								0.01	chr:4316843-4316784	carbon-phosphorus lyase complex subunit	phosphonate metabolism [b4098]	NaN
A_07_P011231	phnI	b4099	3.94	5.50	2.15	3.91	2.71	2.65	2.93	2.27	2.77	3.06	1.64	2.62	2.33	3.60	chr:4317967-4317908	carbon-phosphorus lyase complex subunit	phosphonate metabolism [b4099]	80.974
A_07_P011240	phnH	b4100									1.13						chr:4319083-4319024	carbon-phosphorus lyase complex subunit	phosphonate metabolism [b4100]	NaN
A_07_P011245	phnG	b4101	1.08	1.36		1.32	1.26	1.44	1.12	1.47	1.12	2.00	1.10	1.47			chr:4319428-4319369	carbon-phosphorus lyase complex subunit	phosphonate metabolism [b4101]	NaN
A_07_P011248	phnF	b4102			1.27												chr:4320419-4320360	predicted DNA-binding transcriptional regulator of phosphonate uptake and biodegradation	putative transcriptional regulator [b4102]	NaN
A_07_P011255	phnE	b4104															chr:4320526-4320467	pseudogene	defective phosphonate permease;transport; Transport of small molecules: Anions~membrane channel protein component of Pn transporter; membrane component of ABC superfamily  [b4104]	NaN
A_07_P011257	phnE	b4104			1.52									1.07			chr:4321082-4321023	pseudo	membrane channel protein component of Pn transporter [b4104]	NaN
A_07_P011262	phnD	b4105		1.38			0.01										chr:4321650-4321591	phosphonate/organophosphate ester transporter subunit	periplasmic binding protein component of Pn transporter [b4105]	NaN
A_07_P011266	phnC	b4106									1.31						chr:4323053-4322994	phosphonate/organophosphate ester transporter subunit	ATP-binding component of phosphonate transport [b4106]	NaN
A_07_P011271	yjdN	b4107	0.39	0.26	0.22	0.20	0.19	0.16	0.11	0.10	0.28	0.10	0.68	0.42	0.14	0.11	chr:4323380-4323321	conserved protein	"orf, hypothetical protein [b4107]"	-132.937
A_07_P011276	yjdM	b4108	1.47	2.33	2.19	2.40	1.77	3.32	2.84	3.51	1.80	3.89	1.67	2.75	1.61	2.00	chr:4324497-4324438	conserved protein	"orf, hypothetical protein [b4108]"	69.699
A_07_P011282	yjdA	b4109	1.76	0.78	0.67	0.39	1.64	0.72	0.78	0.49	1.39	0.53	0.54	0.24	0.73	0.38	chr:4327171-4327230	conserved protein with nucleoside triphosphate hydrolase domain	putative vimentin [b4109]	-28.381
A_07_P011290	yjcZ	b4110	1.09	2.00	0.90	1.29	0.93	1.63	0.85	1.62	0.95	1.39	0.44	0.79	0.72	1.50	chr:4328094-4328153	conserved protein	"orf, hypothetical protein [b4110]"	4.228
A_07_P011292	proP	b4111	13.10	14.52	12.08	14.31	9.43	8.69	10.16	12.70	11.05	11.90	8.17	9.55	7.61	8.86	chr:4329349-4329408	proline/glycine betaine transporter	low-affinity transport system; proline permease II [b4111]	186.081
A_07_P011296	basS	b4112	1.27	1.02	1.13	1.04	2.47	2.22	2.01	1.29	1.55	1.28	1.69	1.30	1.03	0.83	chr:4330427-4330368	sensory histidine kinase in two-component regulatory system with BasR	sensor protein for basR [b4112]	27.288
A_07_P011302	basR	b4113	0.39	0.45	0.85	1.09	0.81	0.94	0.78	1.12	0.50	0.74	0.82	0.90	0.21	0.21	chr:4331459-4331400	DNA-binding response regulator in two-component regulatory system with BasS	"transcriptional regulatory protein, member of 2-component regulatory system, [b4113]"	-39.985
A_07_P011307	eptA	b4114	0.34	0.40	0.38	0.48	0.45	0.47	0.51	0.54	0.35	0.40	0.34	0.35	0.37	0.47	chr:4332100-4332041	predicted metal dependent hydrolase	"orf, hypothetical protein [b4114]"	-72.226
A_07_P011315	adiC	b4115	0.84	1.10	0.56	1.11	1.06	1.21	0.65	0.72		0.59	0.74	1.09	0.41	0.70	chr:4333780-4333721	arginine:agmatin	"putative amino acid/amine transport protein, cryptic [b4115]"	NaN
A_07_P011318	adiY	b4116	1.14	0.42									2.85	1.08	1.39		chr:4335264-4335205	DNA-binding transcriptional activator	putative ARAC-type regulatory protein [b4116]	NaN
A_07_P011321	adiA	b4117	1.06	0.86	1.57		0.75	0.93			0.26		1.36	1.19	1.18	1.10	chr:4336339-4336280	biodegradative arginine decarboxylase	biodegradative arginine decarboxylase [b4117]	NaN
A_07_P011328	melR	b4118	0.33	0.39	0.68	0.29	0.33	0.37	0.33	0.25	0.45		0.42	0.48	0.41	0.38	chr:4338989-4338930	DNA-binding transcriptional dual regulator	regulator of melibiose operon [b4118]	NaN
A_07_P011333	melA	b4119	0.71	0.74	0.66	0.60	0.70	0.64	0.39	0.50	0.78	0.41	0.76	0.71	0.36	0.41	chr:4340852-4340911	"alpha-galactosidase, NAD(P)-binding"	alpha-galactosidase [b4119]	-46.265
A_07_P011336	melB	b4120	0.92	0.71	0.93	0.85	0.85	0.59	1.06	0.73	1.12	0.71	1.33	1.03	1.23	0.74	chr:4342649-4342708	melibiose:sodium symporter	melibiose permease II [b4120]	-7.867
A_07_P011342	yjdF	b4121	1.23	0.76	1.43	0.65	0.85	0.56	0.87	0.50	1.14	0.65	1.55	0.97	2.20	0.98	chr:4343560-4343501	conserved inner membrane protein	"orf, hypothetical protein [b4121]"	-5.759
A_07_P011347	fumB	b4122	0.16	0.23	0.28	0.57	0.21	0.27	0.19	0.32	0.17	0.39	0.21	0.29	0.15	0.27	chr:4344384-4344325	anaerobic class I fumarate hydratase (fumarase B)	fumarase B= fumarate hydratase Class I; anaerobic isozyme [b4122]	-111.962
A_07_P011354	dcuB	b4123	0.76	1.19									1.79	1.72	0.01		chr:4345924-4345865	C4-dicarboxylate antiporter	anaerobic dicarboxylate transport [b4123]	NaN
A_07_P011357	dcuR	b4124	0.86	0.80	1.03	0.93	1.03	1.16	1.22	1.30	1.39	0.87	0.77	0.86	0.55	0.49	chr:4347899-4347840	DNA-binding response regulator in two-component regulatory system with DcuS	putative 2-component transcriptional regulator [b4124]	-4.078
A_07_P011361	dcuS	b4125	0.94	1.00	0.61	0.61	1.42	1.77	0.85	0.93	1.23	0.64	1.20	1.30	0.27	0.29	chr:4348271-4348212	"sensory histidine kinase in two-component regulatory system with DcuR, regulator of anaerobic fumarate respiration"	putative 2-component sensor protein [b4125]	-14.058
A_07_P011370	yjdI	b4126	0.17	0.19	0.10	0.20	0.11	0.14	0.16	0.16	0.16	0.26	0.43	0.42	0.42	0.51	chr:4349911-4349970	conserved protein	"orf, hypothetical protein [b4126]"	-117.358
A_07_P011374	yjdJ	b4127	0.44	0.32	0.36	0.27	0.32	0.29	0.27	0.26	0.42	0.36	0.70	0.47	0.81	0.63	chr:4350320-4350379	predicted acyltransferase with acyl-CoA N-acyltransferase domain	"orf, hypothetical protein [b4127]"	-70.822
A_07_P011380	yjdK	b4128	1.02	0.78	0.45	0.60	0.74	0.52	0.69	0.50	0.75		1.21	0.71	2.79	1.46	chr:4350782-4350841	predicted protein	"orf, hypothetical protein [b4128]"	NaN
A_07_P011381	lysU	b4129	1.15	0.92	1.61	1.11	1.25	1.11	1.25	0.97	1.97	1.04	1.60	1.27	0.68	0.57	chr:4351470-4351411	"lysine tRNA synthetase, inducible"	"lysine tRNA synthetase, inducible; heat shock protein [b4129]"	13.904
A_07_P011390	yjdL	b4130	1.01	1.56	1.73	1.97	1.51	1.98	3.43	3.62	1.83	3.94	1.14	1.85	4.27	5.08	chr:4353036-4352977	predicted transporter	putative peptide transporter [b4130]	72.067
A_07_P011393	cadA	b4131	1.15	1.10	0.85	1.28	0.81	1.00	0.72	1.08	0.93	1.01	0.99	0.99	1.03	1.53	chr:4354554-4354495	lysine decarboxylase 1	lysine decarboxylase 1 [b4131]	-0.343
A_07_P011396	cadB	b4132															chr:4356959-4356900	predicted lysine/cadaverine transporter	transport of lysine/cadaverine [b4132]	NaN
A_07_P011404	cadC	b4133	3.05	1.51	2.08		2.13	1.74			3.91		3.18	2.02	1.04		chr:4358617-4358558	DNA-binding transcriptional activator	transcriptional activator of cad operon [b4133]	NaN
A_07_P011409	yjdC	b4135	0.44	0.52	0.67	0.56	0.33	0.39	0.51	0.52	0.46	0.48	0.56	0.69	0.47	0.50	chr:4361322-4361263	predicted transcriptional regulator	"orf, hypothetical protein [b4135]"	-57.146
A_07_P011411	dipZ	b4136	1.16	0.91	1.30	0.95	1.03	0.78	1.06	1.08	1.32	1.13	1.40	1.09	1.44	1.11	chr:4361508-4361449	fused thiol:disulfide interchange protein: activator of DsbC/conserved protein	thiol:disulfide interchange protein; copper tolerance [b4136]	11.331
A_07_P011417	cutA	b4137	0.89	0.96	1.46	1.29	1.28	1.13	1.54	1.38	1.44	1.08	2.53	2.16	0.35	0.32	chr:4363130-4363071	"copper binding protein, copper sensitivity"	divalent cation tolerance protein; cytochrome c biogenesis [b4137]	10.504
A_07_P011423	dcuA	b4138	1.42	1.99	1.42	1.72	2.17	2.23	1.27	1.48	1.58	1.22	1.81	2.06	0.37	0.50	chr:4363874-4363815	C4-dicarboxylate antiporter	anaerobic dicarboxylate transport [b4138]	22.175
A_07_P011426	aspA	b4139	0.66	0.53	0.44	0.37	0.47	0.35	0.29	0.25	0.57	0.34	0.58	0.45	0.70	0.63	chr:4364986-4364927	aspartate ammonia-lyase	aspartate ammonia-lyase [b4139]	-63.378
A_07_P011431	fxsA	b4140	0.41	0.48	0.19	0.20	0.43	0.43	0.26	0.30	0.46	0.32	0.49	0.53	1.26	1.26	chr:4366904-4366963	inner membrane protein	"orf, hypothetical protein [b4140]"	-63.967
A_07_P011439	yjeH	b4141	1.20	1.01	1.73	1.26	0.98	1.05	1.84	1.07	1.34	1.46	1.01	1.11	5.50	4.55	chr:4367375-4367316	predicted transporter	putative transport [b4141]	33.821
A_07_P011443	groS	b4142	0.52	0.39	0.23	0.22	0.44	0.39	0.22	0.23	0.60	0.28	0.92	0.80	0.37	0.34	chr:4368940-4368999	"Cpn10 chaperonin GroES, small subunit of GroESL"	"GroES, 10 Kd chaperone binds to Hsp60 in pres. Mg-ATP, suppressing its ATPase activity [b4142]"	-71.649
A_07_P011446	groL	b4143	0.47	0.61	0.21	0.27	0.51	0.55	0.18	0.25	0.32	0.31	0.43	0.59	0.31	0.43	chr:4370180-4370239	"Cpn60 chaperonin GroEL, large subunit of GroESL"	"GroEL, chaperone Hsp60, peptide-dependent ATPase, heat shock protein [b4143]"	-83.162
A_07_P011455	yjeI	b4144	0.54	0.81	0.54	0.64	0.40	0.47	0.40	0.47	0.42	0.51	0.35	0.47	0.57	0.77	chr:4371115-4371174	conserved protein	"orf, hypothetical protein [b4144]"	-57.882
A_07_P011456	yjeJ	b4145	1.39	0.99		0.97	0.98	0.88			0.97	1.39	2.51	1.61	2.14	1.64	chr:4371794-4371735	predicted protein	"orf, hypothetical protein [b4145]"	NaN
A_07_P011461	yjeK	b4146	1.44	2.08	1.09	1.57	2.01	2.06	1.43	1.81	1.48	1.71	1.37	2.22	0.93	1.33	chr:4373026-4372967	predicted lysine aminomutase	"orf, hypothetical protein [b4146]"	35.837
A_07_P011467	efp	b4147	1.32	1.63	1.46	1.38	1.14	1.38	1.95	1.84	1.64	1.63	1.31	1.77	1.47	1.64	chr:4373878-4373937	Elongation factor EF-P	elongation factor P [b4147]	35.694
A_07_P011472	sugE	b4148	0.11	0.12	0.09	0.10	0.06	0.06	0.07	0.07	0.07	0.11	0.17	0.19	0.37	0.42	chr:4374768-4374827	multidrug efflux system protein	"suppresses groEL, may be chaperone [b4148]"	-173.126
A_07_P011480	blc	b4149	0.18	0.14	0.05	0.08	0.12	0.10	0.09	0.12	0.13	0.12	0.20	0.16	0.17	0.17	chr:4375429-4375370	outer membrane lipoprotein (lipocalin)	outer membrane lipoprotein [b4149]	-162.301
A_07_P011481	ampC	b4150	1.09	1.06	1.52	1.75	1.17	1.39	1.57	2.11	1.34	1.77	1.79	1.82	1.17	1.31	chr:4375948-4375889	beta-lactamase/D-alanine carboxypeptidase	beta-lactamase; penicillin resistance [b4150]	32.471
A_07_P011487	frdD	b4151	0.30	0.40	0.16	0.22	0.15	0.18	0.10	0.18	0.18	0.24	0.22	0.26	0.33	0.45	chr:4377089-4377030	"fumarate reductase (anaerobic), membrane anchor subunit"	"fumarate reductase, anaerobic, membrane anchor polypeptide [b4151]"	-120.990
A_07_P011491	frdC	b4152	0.29	0.42	0.31	0.34	0.18	0.24	0.21	0.28	0.26	0.59	0.21	0.32	0.42	0.63	chr:4377501-4377442	"fumarate reductase (anaerobic), membrane anchor subunit"	"fumarate reductase, anaerobic, membrane anchor polypeptide [b4152]"	-86.942
A_07_P011497	frdB	b4153	0.25	0.30	0.15	0.20	0.23	0.27	0.14	0.18	0.23	0.22	0.20	0.26	0.23	0.32	chr:4378309-4378250	"fumarate reductase (anaerobic), Fe-S subunit"	"fumarate reductase, anaerobic, iron-sulfur protein subunit [b4153]"	-118.924
A_07_P011501	frdA	b4154	0.19	0.22	0.15	0.18	0.21	0.28	0.14	0.17	0.18	0.20	0.18	0.22	0.13	0.16	chr:4379273-4379214	fumarate reductase (anaerobic) catalytic and NAD/flavoprotein subunit	"fumarate reductase, anaerobic, flavoprotein subunit [b4154]"	-134.036
A_07_P011508	poxA	b4155	1.04	0.86	1.27	0.86	1.08	0.89	1.28	1.12	1.04	1.30	1.30	1.07	2.01	1.68	chr:4381372-4381431	predicted lysyl-tRNA synthetase	putative lysyl-tRNA synthetase [b4155]	14.655
A_07_P011513	yjeM	b4156	0.68	0.88		0.72	0.26	0.36			1.03		0.82	0.94		0.82	chr:4382675-4382734	predicted transporter	putative transport [b4156]	NaN
A_07_P011519	yjeN	b4157	1.00	1.08	1.84	1.05	1.84	1.63	2.33	1.78	1.80	2.32	1.08	1.21	1.86	1.71	chr:4383630-4383689	predicted protein	"orf, hypothetical protein [b4157]"	43.605
A_07_P011524	yjeO	b4158	1.36	1.44	1.45	1.23	1.10	0.98	1.37	1.25	1.40	1.29	1.40	1.24	2.51	2.30	chr:4383853-4383912	conserved inner membrane protein	"orf, hypothetical protein [b4158]"	27.083
A_07_P011526	yjeP	b4159	1.32	1.29	0.97	1.31	1.23	0.97	1.07	0.90	1.50	0.80	1.45	1.63	0.86	0.84	chr:4384661-4384602	predicted mechanosensitive channel	putative periplasmic binding protein [b4159]	7.774
A_07_P011531	psd	b4160	1.03	0.77	0.84	0.69	1.27	1.10	0.69	0.70	1.06	0.69	1.62	1.23	0.56	0.42	chr:4388108-4388049	phosphatidylserine decarboxylase	phosphatidylserine decarboxylase; phospholipid synthesis [b4160]	-12.446
A_07_P011538	rsgA	b4161	0.83	0.83	0.71	0.86	0.59	0.62	0.62	0.66	0.69	0.66	1.10	0.97	0.76	0.75	chr:4388548-4388489	ribosome small subunit-dependent GTPase A	"orf, hypothetical protein [b4161]"	-25.449
A_07_P011542	orn	b4162	0.65	0.72	0.83	1.04	1.07	1.12	1.04	1.22	0.61	1.20	0.88	1.08	1.00	1.33	chr:4389968-4390027	oligoribonuclease	"orf, hypothetical protein [b4162]"	-3.491
A_07_P011550	yjeS	b4166	1.80	1.48	1.66	1.65	2.98	1.91	2.15	3.21	3.07	2.06	3.49	2.45	0.68	0.40	chr:4391261-4391202	predicted Fe-S electron transport protein	"orf, hypothetical protein [b4166]"	54.548
A_07_P011551	yjeF	b4167	0.91	1.14	0.67	0.85	0.77	0.83	0.72	0.84	0.87	0.85	0.74	0.84	0.79	1.05	chr:4393577-4393636	predicted carbohydrate kinase	"orf, hypothetical protein [b4167]"	-13.702
A_07_P011556	yjeE	b4168	0.88	1.01	0.81	0.97	1.00	1.16	0.97	1.19	1.14	1.22	1.17	1.35	0.55	0.64	chr:4393936-4393995	ATPase with strong ADP affinity	"orf, hypothetical protein [b4168]"	2.978
A_07_P011563	amiB	b4169	1.20	1.23	0.92	0.97	1.17	1.03	1.03	1.00	1.03	1.11	0.81	0.91	1.51	1.67	chr:4395111-4395170	N-acetylmuramoyl-l-alanine amidase II	N-acetylmuramoyl-l-alanine amidase II; a murein hydrolase [b4169]	7.055
A_07_P011566	mutL	b4170	1.32	0.95	1.39	1.12	1.42	1.20	1.45	1.34	1.43	1.29	1.52	1.09	1.86	1.38	chr:4397035-4397094	methyl-directed mismatch repair protein	enzyme in methyl-directed mismatch repair [b4170]	24.413
A_07_P011571	miaA	b4171	0.49	0.56	0.58	0.66	0.67	0.58	0.73	0.78	0.68	0.79	0.57	0.62	0.46	0.52	chr:4398030-4398089	delta(2)-isopentenylpyrophosphate tRNA-adenosine transferase	delta [b4171]	-34.121
A_07_P011578	hfq	b4172	0.85	0.74	1.06	0.80	0.98	1.11	1.50	1.55	1.43	1.62	1.17	1.15	1.05	0.87	chr:4398389-4398448	"HF-I, host factor for RNA phage Q beta replication"	"host factor I for bacteriophage Q beta replication, a growth-related protein [b4172]"	17.795
A_07_P011585	hflX	b4173	0.94	1.07	0.80	0.95	1.01	1.16	0.88	1.13	1.02	1.30	1.00	1.13	1.28	1.48	chr:4399828-4399887	predicted GTPase	GTP - binding subunit of protease specific for phage lambda cII repressor [b4173]	8.930
A_07_P011588	hflK	b4174	1.36	1.56	0.87	1.08	2.26	2.49	1.08	1.21	1.45	1.30	1.66	1.81	0.61	0.82	chr:4401040-4401099	modulator for HflB protease specific for phage lambda cII repressor	protease specific for phage lambda cII repressor [b4174]	22.677
A_07_P011591	hflC	b4175	1.38	1.22	1.11	1.19	1.77	1.23	1.10	0.97	1.61	1.10	1.44	1.20	0.77	0.81	chr:4401345-4401404	modulator for HflB protease specific for phage lambda cII repressor	protease specific for phage lambda cII repressor [b4175]	14.994
A_07_P011598	yjeT	b4176	1.13	1.04	1.70	1.30	2.30	1.67	1.73	1.53	1.88	1.61	2.69	2.68	2.16	1.52	chr:4402489-4402548	conserved inner membrane protein	"orf, hypothetical protein [b4176]"	47.276
A_07_P011601	purA	b4177	1.57	1.60	0.97	1.22	2.87	2.58	1.21	1.35	3.96	1.39	4.44	3.52	0.32	0.38	chr:4403233-4403292	adenylosuccinate synthetase	adenylosuccinate synthetase [b4177]	44.322
A_07_P011609	nsrR	b4178	0.87	0.80	0.89	0.84	0.90	0.78	0.88	1.02	0.96	1.01	0.97	0.90	1.03	0.96	chr:4404576-4404635	predicted DNA-binding transcriptional regulator	"orf, hypothetical protein [b4178]"	-4.603
A_07_P011613	rnr	b4179	1.19	1.56	1.36	1.56	1.79	1.95	1.60	2.34	1.43	2.34	0.97	1.29	1.21	1.89	chr:4406672-4406731	"exoribonuclease R, RNase R"	putative enzyme [b4179]	39.389
A_07_P011619	rlmB	b4180	1.74	1.58	1.39	1.41	1.47	1.21	1.03	1.19	1.15	1.28	1.29	1.10	1.54	1.56	chr:4407372-4407431	23S rRNA (Gm2251)-methyltransferase	"orf, hypothetical protein [b4180]"	19.510
A_07_P011623	yjfI	b4181	1.90	1.44	1.61	1.12	2.56	1.41	2.72	1.08	1.93		1.66	1.76	2.13	2.30	chr:4408486-4408545	conserved protein	"orf, hypothetical protein [b4181]"	NaN
A_07_P011630	yjfJ	b4182		2.24													chr:4408810-4408869	predicted transcriptional regulator effector protein	putative alpha helical protein [b4182]	NaN
A_07_P011635	yjfK	b4183	0.65	1.12	0.81	1.20					0.64		0.95	1.29		1.01	chr:4409786-4409845	conserved protein	"orf, hypothetical protein [b4183]"	NaN
A_07_P011636	yjfL	b4184	0.67	0.92		0.62	0.36	0.46			0.42		0.42	0.70	1.29	1.13	chr:4410250-4410309	conserved inner membrane protein	"orf, hypothetical protein [b4184]"	NaN
A_07_P011641	yjfM	b4185	1.40	1.37	1.86	1.22	1.32	1.11	1.21		1.49	0.01	1.09	1.05	2.72	2.13	chr:4410748-4410807	conserved protein	"orf, hypothetical protein [b4185]"	NaN
A_07_P011646	yjfC	b4186	1.46	1.48	1.39	1.42	1.59	1.67	1.38		2.35		1.22	1.24	2.19	3.38	chr:4411120-4411179	predicted synthetase/amidase	putative synthetase/amidase [b4186]	NaN
A_07_P011655	aidB	b4187	0.33	0.42	0.38	0.33	0.31	0.41	0.20	0.40	0.33	0.41	0.37	0.45	0.24	0.37	chr:4413629-4413688	isovaleryl CoA dehydrogenase	putative acyl coenzyme A dehydrogenase [b4187]	-83.089
A_07_P011660	yjfN	b4188	0.15	0.13	0.14	0.09	0.15	0.13	0.11	0.10	0.19	0.06	0.16	0.12	0.17	0.16	chr:4414208-4414149	predicted protein	"orf, hypothetical protein [b4188]"	-168.340
A_07_P011661	yjfO	b4189	0.04	0.04	0.05	0.04	0.02	0.02	0.05	0.04	0.04	0.03	0.04	0.04	0.07	0.05	chr:4414773-4414714	conserved protein	"orf, hypothetical protein [b4189]"	-260.474
A_07_P011670	yjfP	b4190	0.67	0.99	0.64	1.45	0.62	0.79	0.72	1.17	0.60	1.54	0.74	1.15	1.00	1.85	chr:4415208-4415267	predicted hydrolase	"orf, hypothetical protein [b4190]"	-3.780
A_07_P011672	ulaR	b4191	1.00	0.95	1.55	1.43	1.58	1.67	1.80	1.78	1.17	1.75	1.30	1.19	1.79	1.41	chr:4416094-4416035	DNA-binding transcriptional dual regulator	putative DEOR-type transcriptional regulator [b4191]	29.945
A_07_P011680	ulaG	b4192	0.22	0.34	0.10	0.26	0.21	0.27	0.13	0.19	0.29	0.21	0.21	0.30	0.32	0.54	chr:4416673-4416614	predicted L-ascorbate 6-phosphate lactonase	"orf, hypothetical protein [b4192]"	-111.114
A_07_P011684	ulaA	b4193	0.41	1.13	0.01	0.31	0.41	0.37	0.47	0.42	0.27	0.44	0.32	0.41	0.56	0.80	chr:4419278-4419337	L-ascorbate-specific enzyme IIC component of PTS	"orf, hypothetical protein [b4193]"	-77.636
A_07_P011689	ulaB	b4194	0.53	0.67	0.40	0.64	0.57	0.52	0.39		0.07		0.48	0.82	0.83	0.97	chr:4419475-4419534	L-ascorbate-specific enzyme IIB component of PTS	"orf, hypothetical protein [b4194]"	NaN
A_07_P011693	ulaC	b4195	0.69	0.80	0.76	0.72	0.72	0.84	0.46	0.63	0.44	0.70	0.78	0.58	0.68	0.73	chr:4420075-4420134	L-ascorbate-specific enzyme IIA component of PTS	putative PTS system enzyme II A component [b4195]	-37.489
A_07_P011698	ulaD	b4196	1.17	1.31	0.94	1.00	0.83	0.84	0.77	0.83	1.11	0.98	1.12	1.18	0.91	1.17	chr:4420250-4420309	3-keto-L-gulonate 6-phosphate decarboxylase	probable hexulose-6-phosphate synthase [b4196]	0.272
A_07_P011705	ulaE	b4197	1.24	2.02							1.25			1.34			chr:4420951-4421010	L-xylulose 5-phosphate 3-epimerase	putative hexulose-6-phosphate isomerase [b4197]	NaN
A_07_P011710	ulaF	b4198	0.55	0.83	0.57	1.20	0.73	1.19	0.74	1.27	0.47	1.39	0.70	1.03	0.75	1.51	chr:4422349-4422408	L-ribulose 5-phosphate 4-epimerase	putative epimerase/aldolase [b4198]	-11.080
A_07_P011711	yjfY	b4199	0.76	0.49	0.55	0.38	0.51	0.40	0.47	0.39	0.57	0.28	0.90	0.55	0.98	0.69	chr:4422701-4422642	predicted protein	"orf, hypothetical protein [b4199]"	-55.444
A_07_P011720	rpsF	b4200	1.34	1.34	1.56	2.06	3.68	3.02	1.64	1.81	1.58	1.45	2.89	2.79	0.84	0.85	chr:4423280-4423339	30S ribosomal subunit protein S6	30S ribosomal subunit protein S6 [b4200]	41.831
A_07_P011721	priB	b4201	3.11	2.42	1.83	2.05	4.41	3.65	1.65	2.20	4.92	1.65	7.12	5.09	0.62	0.61	chr:4423798-4423857	primosomal protein N	primosomal replication protein N [b4201]	72.552
A_07_P011729	rpsR	b4202	1.80	1.31	1.80	2.25	2.99	2.52	1.59	1.99	2.69	1.44	5.37	3.76	0.36	0.34	chr:4423929-4423988	30S ribosomal subunit protein S18	30S ribosomal subunit protein S18 [b4202]	45.222
A_07_P011735	rplI	b4203	1.54	1.91	1.66	2.42	2.45	2.59	1.71	1.99	1.56	1.57	2.68	3.42	0.60	0.82	chr:4424211-4424270	50S ribosomal subunit protein L9	50S ribosomal subunit protein L9 [b4203]	40.857
A_07_P011739	yjfZ	b4204	1.20	0.91	1.22	0.95	1.42	1.11	1.61	1.22	1.30	1.36	1.66	1.10	2.64	1.77	chr:4424710-4424651	predicted protein	"orf, hypothetical protein [b4204]"	26.418
